Age,Gender,Education_Level,Employment_Status,Income_Level,Location,Preferred_Learning_Style,Device_Used_for_Learning,Preferred_Study_Time,Courses_Enrolled,Course_Completion_Rate,Average_Study_Time_per_Week,Number_of_Assessments_Taken,Average_Assessment_Score,Forum_Participation,Peer_Interaction_Score,Instructor_Interaction_Frequency,Motivation_Level,Course_Satisfaction_Rating,Feedback_Sentiment,Certification_Achieved,Learning_Outcome_Status,Engagement_Level,Dropout_Risk,Course_Satisfaction_Level,Study_Efficiency,Assessment_Intensity,Interaction_Score,was_missing_Gender,was_missing_Education_Level,was_missing_Employment_Status,was_missing_Location,was_missing_Preferred_Learning_Style,was_missing_Device_Used_for_Learning,was_missing_Preferred_Study_Time,was_missing_Income_Level,was_missing_Engagement_Level,was_missing_Course_Completion_Rate,was_missing_Average_Study_Time_per_Week,was_missing_Number_of_Assessments_Taken,was_missing_Average_Assessment_Score,was_missing_Forum_Participation,was_missing_Peer_Interaction_Score,was_missing_Instructor_Interaction_Frequency,was_missing_Course_Satisfaction_Rating,was_zero_denom_efficiency,was_zero_denom_intensity
45,female,No formal/Primary,Employed full-time,1.0,Urban,Visual,Mobile,Afternoon,1,0.34515158417332,5.97743658434019,12.0,76.0141036999835,4.0,51.2347917915243,0.0,0.0,2.81228712865592,2.0,0.0,0.0,1.0,0.0,0.0,12.71471272256922,11.988011988011989,51.2347917915243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,female,No formal/Primary,Employed full-time,2.0,Rural,Visual,Mobile,Afternoon,4,0.236011021603197,2.92926848523193,8.0,70.302312823143,8.0,65.0822620413993,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,23.991764979030098,1.9995001249687576,105.0822620413993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,female,No formal/Primary,Unemployed,2.0,Urban,Kinesthetic,Tablet,Evening/Night,2,0.439332445439223,3.70668881437513,6.0,47.3226519833485,7.0,42.7094741903537,2.0,2.0,4.25083409071938,2.0,0.0,0.0,1.0,0.0,0.0,12.763382892294848,2.9985007496251876,62.7094741903537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,male,Junior secondary,Employed full-time,0.0,Urban,Kinesthetic,Mobile,Morning,2,0.177816332734798,3.772484769423,7.0,98.1640104165377,7.0,63.5555092144478,4.0,0.0,2.89286242636632,2.0,1.0,0.0,0.0,1.0,0.0,26.01415307462547,3.4982508745627188,103.5555092144478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,female,No formal/Primary,Self-employed,1.0,Urban,Kinesthetic,Desktop/Laptop,Morning,2,0.431467270026459,6.8820919606868,14.0,78.8153251881813,6.0,55.2014346182436,5.0,2.0,3.2522504009698,1.0,0.0,0.0,0.0,1.0,0.0,11.450569836686745,6.9965017491254375,105.20143461824361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,female,Senior secondary/Vocational,Unemployed,1.0,Urban,Auditory,Tablet,Morning,3,0.0593448091972479,4.30356856670977,6.0,75.9834942725469,3.0,47.3454414900027,1.0,2.0,3.99169040178905,2.0,0.0,1.0,0.0,1.0,2.0,17.6518257509429,1.9993335554815062,57.3454414900027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,female,Master,Student/Retired,0.0,Urban,Kinesthetic,Mobile,Afternoon,3,0.2691267487434015,4.92672467181832,10.0,70.2973518876814,5.0,50.691772348329,2.0,2.0,4.59650766267563,2.0,0.0,1.0,2.0,0.0,2.0,14.265681743485441,3.332222592469177,70.69177234832901,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0
52,female,Senior secondary/Vocational,Employed full-time,1.0,Urban,Visual,Mobile,Morning,4,0.242069994558607,6.09541971980537,5.0,76.6169367683459,3.0,59.0492675653401,2.0,0.0,2.15844059067809,2.0,0.0,0.0,2.0,0.0,2.0,12.567529843695196,1.2496875781054735,79.0492675653401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,male,Senior secondary/Vocational,Employed full-time,2.0,Urban,Visual,Mobile,Afternoon,3,0.18035094168074,3.857724857942,14.0,32.5676367564228,4.0,47.3325047648486,2.0,2.0,4.57960486285998,2.0,0.0,0.0,1.0,1.0,2.0,8.43999972928682,4.665111629456848,67.33250476484861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,female,Master,Employed full-time,2.0,Urban,Kinesthetic,Mobile,Morning,4,0.281180394997061,9.51705029150702,14.0,69.8539792527506,5.0,64.7421979936709,2.0,0.0,3.31440011092704,1.0,0.0,1.0,0.0,1.0,1.0,7.33910592120757,3.4991252186953257,84.7421979936709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,female,Senior secondary/Vocational,Unemployed,2.0,Rural,Kinesthetic,Mobile,Afternoon,2,0.525261007038254,2.39921657496196,11.0,68.9570569291588,8.0,47.2516305330137,4.0,2.0,2.72836850170275,2.0,0.0,1.0,0.0,1.0,0.0,28.72951451485234,5.497251374312844,87.2516305330137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,female,Junior secondary,Employed full-time,1.0,Urban,Kinesthetic,Mobile,Morning,2,0.0994179408706665,4.5583886732761,10.0,83.1592470688027,3.0,37.4986167721926,1.0,0.0,4.78302747280141,2.0,1.0,0.0,0.0,1.0,2.0,18.239122177984775,4.997501249375313,47.4986167721926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,female,Associate/Bachelor,Employed full-time,0.0,Urban,Visual,Mobile,Morning,6,0.2691267487434015,6.6353999362575,10.0,70.2973518876814,6.0,48.6482453907767,6.0,0.0,3.32487507912935,2.0,0.0,0.0,0.0,1.0,0.0,10.592693713894006,1.6663889351774703,108.64824539077671,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
61,female,Senior secondary/Vocational,Part-time,1.0,Urban,Kinesthetic,Mobile,Morning,3,0.248110214550934,4.91024227836261,7.0,86.1106017147922,1.0,54.8017768986662,1.0,1.0,2.47777685312468,2.0,0.0,0.0,1.0,1.0,0.0,17.533364642621777,2.332555814728424,64.80177689866619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,female,No formal/Primary,Student/Retired,2.0,Urban,Kinesthetic,Tablet,Evening/Night,4,0.211709657729751,3.17882661064557,10.0,51.9361718981497,8.0,52.0700477251946,4.0,2.0,5.0,2.0,0.0,0.0,0.0,1.0,1.0,16.33302008489249,2.499375156210947,92.0700477251946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,female,No formal/Primary,Employed full-time,2.0,Urban,Kinesthetic,Tablet,Afternoon,2,0.442859974344525,4.45031230591474,11.0,64.3187147610729,1.0,42.5537856988829,3.0,0.0,4.39076072459312,2.0,0.0,1.0,2.0,0.0,2.0,14.449382640622305,5.497251374312844,72.5537856988829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,male,No formal/Primary,Unemployed,2.0,Rural,Auditory,Mobile,Afternoon,1,0.234000500222229,5.66179478820046,9.0,34.5440584510282,8.0,53.2049557008065,3.0,2.0,3.53275662416098,2.0,1.0,0.0,2.0,0.0,2.0,6.100178400073316,8.991008991008991,83.2049557008065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,female,No formal/Primary,Employed full-time,0.0,Urban,Auditory,Mobile,Evening/Night,6,0.177384709656708,4.94116780813356,8.0,84.4891295640398,3.0,54.3123791518848,3.0,0.0,2.59475865040057,1.0,1.0,1.0,0.0,1.0,0.0,17.09556066165783,1.3331111481419762,84.3123791518848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,male,Senior secondary/Vocational,Employed full-time,1.0,Urban,Kinesthetic,Mobile,Evening/Night,0,0.537364860516496,7.2827246862212,10.0,67.3723333312881,6.0,38.2209610478462,2.0,1.0,2.99705216558368,1.0,0.0,1.0,0.0,0.0,2.0,9.249708937892448,,58.2209610478462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,female,Junior secondary,Part-time,0.0,Urban,Kinesthetic,Mobile,Morning,3,0.418117039181837,4.27241268086065,6.0,74.5062802016165,1.0,33.8215214557424,5.0,2.0,2.41467294907681,2.0,0.0,1.0,0.0,1.0,1.0,17.43484324257006,1.9993335554815062,83.8215214557424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,female,Senior secondary/Vocational,Student/Retired,1.0,Urban,Kinesthetic,Tablet,Evening/Night,4,0.192010215208172,3.17460126545718,11.0,75.3636145636054,6.0,48.4980408770899,3.0,0.0,2.71876046931522,1.0,0.0,0.0,0.0,1.0,1.0,23.732077255220382,2.7493126718320418,78.49804087708989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,female,Junior secondary,Unemployed,2.0,Urban,Kinesthetic,Mobile,Evening/Night,1,0.172194149111212,3.64035451446276,8.0,58.8722547029036,4.0,52.2240611484591,2.0,0.0,3.9636950772355,0.0,0.0,1.0,0.0,1.0,2.0,16.167680040236217,7.992007992007993,72.2240611484591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,female,No formal/Primary,Employed full-time,1.0,Urban,Kinesthetic,Mobile,Afternoon,2,0.127191070797764,5.57086798480591,9.0,85.116843014404,4.0,35.8646675015284,3.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,15.276177261649343,4.497751124437781,65.8646675015284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,female,Junior secondary,Student/Retired,0.0,Urban,Kinesthetic,Tablet,Afternoon,3,0.314616397844311,5.11529802898211,12.0,83.7564085289089,8.0,33.7156482175861,2.0,0.0,3.44643692774667,2.0,1.0,1.0,0.0,1.0,0.0,16.37051009430197,3.9986671109630123,53.7156482175861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,male,Senior secondary/Vocational,Employed full-time,1.0,Urban,Visual,Tablet,Evening/Night,2,0.0159783895195365,8.18251674860824,7.0,58.8483505034155,2.0,39.8905948633555,2.0,0.0,2.46154716405145,2.0,0.0,0.0,0.0,1.0,0.0,7.191083284997708,3.4982508745627188,59.8905948633555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,male,Junior secondary,Employed full-time,1.0,Urban,Visual,Mobile,Evening/Night,3,0.0487177163912529,6.8732380113103,12.0,58.5921733280205,4.0,37.0760234338693,3.0,1.0,1.63400156662586,2.0,1.0,0.0,0.0,1.0,1.0,8.523442631985946,3.9986671109630123,67.0760234338693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,male,Senior secondary/Vocational,Employed full-time,2.0,Urban,Visual,Tablet,Afternoon,2,0.07373959022074,1.99536501747473,13.0,100.0,4.0,58.5881699726379,1.0,0.0,4.12115921945251,2.0,1.0,0.0,0.0,1.0,2.0,50.091040027586445,6.496751624187906,68.5881699726379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,male,Senior secondary/Vocational,Part-time,0.0,Urban,Kinesthetic,Tablet,Evening/Night,2,0.583426690133381,3.43844880784716,13.0,77.6371685647965,5.0,53.13763052425,3.0,0.0,3.49236395613744,1.0,0.0,0.0,0.0,1.0,0.0,22.572561157958216,6.496751624187906,83.13763052425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,male,No formal/Primary,Employed full-time,2.0,Urban,Auditory,Tablet,Evening/Night,4,0.186940533878444,11.4132066227458,11.0,90.3919433044039,5.0,66.0376383265199,2.0,2.0,1.95507668586329,1.0,0.0,1.0,1.0,0.0,2.0,7.919248905506428,2.7493126718320418,86.0376383265199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,male,Senior secondary/Vocational,Employed full-time,2.0,Urban,Auditory,Mobile,Afternoon,3,0.0673205176165132,4.70939719971605,8.0,79.8706359420579,3.0,40.4300439663472,1.0,2.0,2.55415009335832,2.0,1.0,0.0,2.0,0.0,2.0,16.956242235128837,2.665778073975342,50.4300439663472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,female,Senior secondary/Vocational,Part-time,1.0,Rural,Visual,Mobile,Afternoon,7,0.600998248149331,4.93785851488523,8.0,76.6741689786295,2.0,57.4281800797983,4.0,0.0,3.5100864892104,2.0,0.0,1.0,0.0,0.0,0.0,15.524674122075202,1.142693900871304,97.4281800797983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,male,Senior secondary/Vocational,Employed full-time,2.0,Urban,Visual,Tablet,Morning,2,0.0814630985739743,4.53060090599698,5.0,61.9086749256749,7.0,38.0323329202967,1.0,1.0,4.02411589164047,2.0,0.0,0.0,2.0,0.0,0.0,13.661546153313473,2.4987506246876565,48.0323329202967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,female,Associate/Bachelor,Employed full-time,1.0,Urban,Kinesthetic,Mobile,Afternoon,1,0.1787527063686,4.63561621013258,14.0,64.914745014307,2.0,46.8974386286737,2.0,0.0,2.28165849504308,2.0,0.0,0.0,0.0,1.0,2.0,14.000456814270338,13.986013986013987,66.8974386286737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,male,No formal/Primary,Self-employed,2.0,Urban,Kinesthetic,Mobile,Afternoon,1,0.318084619696659,2.91654870483307,11.0,66.9643528835971,5.0,55.6208126259727,2.0,0.0,2.69135875926574,0.0,1.0,0.0,0.0,1.0,1.0,22.95226563747409,10.98901098901099,75.62081262597269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,female,Senior secondary/Vocational,Employed full-time,1.0,Urban,Auditory,Mobile,Morning,2,0.220963986069921,8.24767023425717,12.0,78.2101844576599,5.0,49.8807247645193,4.0,0.0,4.37726107280958,2.0,1.0,0.0,0.0,1.0,0.0,9.481550630166888,5.997001499250375,89.8807247645193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,male,Junior secondary,Part-time,1.0,Rural,Visual,Mobile,Morning,3,0.477082296293048,4.37145254220548,13.0,42.5266853898345,4.0,64.4278324194373,2.0,0.0,2.95961830123779,0.0,0.0,0.0,0.0,0.0,2.0,9.726048477220038,4.331889370209931,84.4278324194373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,male,Junior secondary,Employed full-time,1.0,Rural,Kinesthetic,Mobile,Evening/Night,5,0.097958826648047,5.50761623600706,8.0,70.7063019897129,2.0,62.9004873612945,5.0,1.0,3.54401109725569,1.0,0.0,1.0,0.0,1.0,2.0,12.835583195565754,1.5996800639872024,112.9004873612945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,female,Senior secondary/Vocational,Employed full-time,0.0,Urban,Kinesthetic,Mobile,Morning,5,0.517088336363142,6.27393305705521,7.0,61.3361494834758,3.0,50.3097511421009,3.0,0.0,3.42259030212932,1.0,0.0,0.0,0.0,0.0,2.0,9.7747894560425,1.3997200559888021,80.30975114210091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,female,Associate/Bachelor,Employed full-time,1.0,Urban,Visual,Tablet,Afternoon,3,0.144529915499275,3.36511160699953,9.0,62.2209860454731,0.0,52.8121260695271,4.0,0.0,3.91862298618663,2.0,0.0,0.0,1.0,0.0,2.0,18.48452853318651,2.9990003332222592,92.8121260695271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,female,Senior secondary/Vocational,Unemployed,1.0,Urban,Visual,Mobile,Morning,4,0.179241718246878,5.97312015333917,12.0,43.5600970162297,3.0,57.4595874310761,4.0,2.0,2.7238009374208,2.0,0.0,0.0,0.0,1.0,0.0,7.291466508567333,2.9992501874531365,97.4595874310761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,female,Associate/Bachelor,Employed full-time,1.0,Urban,Kinesthetic,Mobile,Morning,2,0.0233930013156812,0.0,9.0,76.7161643597217,5.0,39.5260705778755,4.0,2.0,3.50092079017304,2.0,0.0,0.0,0.0,1.0,1.0,,4.497751124437781,79.5260705778755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
61,female,Senior secondary/Vocational,Student/Retired,2.0,Urban,Kinesthetic,Mobile,Afternoon,4,0.286616651475505,5.89586238279785,11.0,57.3211251835814,3.0,47.5128200237532,4.0,0.0,4.06271787369461,2.0,0.0,1.0,0.0,1.0,0.0,9.720614364479129,2.7493126718320418,87.51282002375319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,male,No formal/Primary,Employed full-time,2.0,Rural,Kinesthetic,Mobile,Evening/Night,2,0.506036926334789,3.03921352728638,9.0,67.5831621909362,7.0,58.6219003922402,4.0,1.0,3.50065898521806,1.0,1.0,0.0,2.0,0.0,0.0,22.22974195212508,4.497751124437781,98.6219003922402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,male,Senior secondary/Vocational,Part-time,2.0,Urban,Auditory,Mobile,Evening/Night,1,0.138033135118629,0.323438607411064,8.0,77.5740308723153,6.0,52.271727282249,3.0,2.0,1.98352382280299,1.0,0.0,0.0,2.0,0.0,2.0,239.10234201575443,7.992007992007993,82.271727282249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,female,No formal/Primary,Student/Retired,2.0,Urban,Visual,Mobile,Morning,1,0.654760768988012,9.08042944198401,13.0,78.199001931614,5.0,62.8133949204701,8.0,2.0,3.60509914192229,1.0,1.0,0.0,0.0,0.0,0.0,8.610869294441157,12.987012987012989,142.8133949204701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,male,Senior secondary/Vocational,Employed full-time,2.0,Urban,Auditory,Desktop/Laptop,Morning,3,0.433631935320408,3.30075969658405,5.0,67.6644397711318,4.0,50.7287715902459,1.0,0.0,4.77418118507891,2.0,1.0,0.0,0.0,1.0,0.0,20.493447733684672,1.6661112962345885,60.7287715902459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,female,Associate/Bachelor,Part-time,1.0,Urban,Visual,Tablet,Evening/Night,5,0.180002306472034,6.89737748556983,7.0,62.9322546301008,4.0,70.9068678287103,4.0,0.0,2.37297528813752,1.0,1.0,0.0,2.0,0.0,2.0,9.12276180329995,1.3997200559888021,110.9068678287103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,male,Junior secondary,Employed full-time,2.0,Urban,Visual,Mobile,Afternoon,1,0.52073251352127,6.08445844046151,12.0,97.6235080616042,6.0,47.5650743659373,3.0,1.0,5.0,1.0,0.0,0.0,2.0,0.0,2.0,16.042095926991593,11.988011988011989,77.5650743659373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,female,Junior secondary,Employed full-time,1.0,Urban,Kinesthetic,Mobile,Morning,7,0.25756353216416,6.77648100336233,7.0,80.4503365037205,9.0,48.3595748767293,4.0,2.0,4.97441965655644,2.0,1.0,1.0,0.0,1.0,0.0,11.870241534252743,0.999857163262391,88.3595748767293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,male,Senior secondary/Vocational,Unemployed,1.0,Urban,Visual,Mobile,Morning,2,0.275052243906157,10.0201936695291,11.0,58.5009556730629,5.0,35.1897898776445,3.0,0.0,2.58845412690767,2.0,0.0,0.0,0.0,1.0,1.0,5.83772328948632,5.497251374312844,65.1897898776445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,female,Master,Employed full-time,2.0,Urban,Visual,Mobile,Afternoon,0,0.163950249680536,4.29157136179608,9.0,69.6013132175537,7.0,65.4271958110361,3.0,0.0,4.31593733712076,2.0,0.0,0.0,2.0,0.0,0.0,16.214363688162752,,95.4271958110361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,male,Senior secondary/Vocational,Unemployed,0.0,Urban,Visual,Tablet,Morning,2,0.136161035481059,7.14584152782468,6.0,39.8677001423756,3.0,43.7466229671805,2.0,1.0,3.30184487319564,1.0,0.0,0.0,2.0,0.0,2.0,5.578366329679948,2.9985007496251876,63.7466229671805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,female,Senior secondary/Vocational,Employed full-time,0.0,Rural,Kinesthetic,Tablet,Morning,1,0.086722309342781,7.57867735603738,10.0,35.0692666819451,5.0,30.4275492247778,2.0,1.0,3.38498197736991,2.0,0.0,0.0,0.0,1.0,2.0,4.626749271063848,9.990009990009991,50.4275492247778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,male,Associate/Bachelor,Employed full-time,0.0,Urban,Kinesthetic,Mobile,Afternoon,4,0.438894239569351,7.24780548096357,13.0,64.0102527206174,6.0,49.890863737304,5.0,2.0,1.51945791877014,1.0,1.0,0.0,0.0,1.0,2.0,8.830455292077811,3.2491877030742313,99.890863737304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,male,Junior secondary,Part-time,0.0,Rural,Kinesthetic,Tablet,Afternoon,5,0.0569104688601846,5.43875337015067,5.0,50.6424961337727,7.0,32.7329877546511,1.0,2.0,3.15302583722453,1.0,0.0,0.0,2.0,0.0,0.0,9.30970444573115,0.9998000399920015,42.7329877546511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,male,Junior secondary,Employed full-time,1.0,Urban,Visual,Mobile,Evening/Night,1,0.265362039371736,4.76081781210393,12.0,66.7307330679227,5.0,71.1121590522384,3.0,2.0,3.97665122949469,1.0,0.0,0.0,2.0,0.0,2.0,14.013709827012224,11.988011988011989,101.1121590522384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,female,No formal/Primary,Part-time,2.0,Urban,Visual,Tablet,Afternoon,2,0.0582523985819274,2.46555343278306,12.0,44.7630509181509,4.0,57.5160284609883,0.0,0.0,1.51260982835446,1.0,1.0,0.0,0.0,1.0,0.0,18.148015900731526,5.997001499250375,57.5160284609883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,female,Senior secondary/Vocational,Part-time,1.0,Urban,Visual,Tablet,Morning,2,0.526763419602071,5.55709366359818,8.0,74.8551382125772,8.0,50.729141448504,2.0,1.0,4.17171803134219,1.0,0.0,0.0,0.0,0.0,0.0,13.467771999386878,3.99800099950025,70.72914144850401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,female,Junior secondary,Employed full-time,1.0,Urban,Kinesthetic,Mobile,Evening/Night,4,0.455845998530925,6.72222652784745,8.0,89.4839082313096,3.0,55.3093639454749,1.0,2.0,3.04433587389531,2.0,0.0,0.0,0.0,1.0,2.0,13.309667294515409,1.9995001249687576,65.3093639454749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,female,Senior secondary/Vocational,Unemployed,1.0,Urban,Kinesthetic,Desktop/Laptop,Morning,3,0.579162658483348,2.44331910226485,11.0,74.8209076025715,3.0,49.6944123245546,5.0,2.0,3.46791368289674,2.0,0.0,0.0,2.0,0.0,1.0,30.610122685390856,3.665444851716095,99.6944123245546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,male,Associate/Bachelor,Employed full-time,0.0,Rural,Kinesthetic,Mobile,Evening/Night,2,0.52139131925916,5.10875880438859,6.0,48.4546651200595,5.0,53.2240973961746,3.0,1.0,1.54924800199036,1.0,1.0,1.0,2.0,0.0,1.0,9.482769534727062,2.9985007496251876,83.2240973961746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,female,No formal/Primary,Employed full-time,0.0,Rural,Visual,Tablet,Morning,5,0.168562766422236,0.841483537278809,9.0,69.5663409893021,5.0,57.1274797785772,0.0,2.0,3.71915545979734,0.0,1.0,1.0,0.0,1.0,0.0,82.57293811817243,1.7996400719856027,57.1274797785772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,male,Associate/Bachelor,Employed full-time,0.0,Urban,Visual,Tablet,Evening/Night,2,0.085416827325303,7.03822268208933,13.0,57.6919590122,6.0,59.3579736179138,4.0,0.0,2.59397972823221,1.0,1.0,0.0,0.0,1.0,2.0,8.195785474863866,6.496751624187906,99.3579736179138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,female,Senior secondary/Vocational,Unemployed,1.0,Urban,Visual,Mobile,Morning,1,0.236165281140105,7.29151819072807,9.0,75.5252317204889,5.0,50.0647447735343,0.0,1.0,3.92915300256344,2.0,0.0,0.0,0.0,1.0,0.0,10.356536623592381,8.991008991008991,50.0647447735343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,female,Senior secondary/Vocational,Employed full-time,2.0,Rural,Visual,Tablet,Evening/Night,1,0.37916979922961,5.52314712984015,10.0,60.7130962402977,2.0,53.2064147431134,2.0,1.0,3.7349141541524,2.0,0.0,0.0,0.0,1.0,0.0,10.990492253969805,9.990009990009991,73.2064147431134,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,female,No formal/Primary,Employed full-time,1.0,Rural,Kinesthetic,Mobile,Evening/Night,4,0.2691267487434015,6.5319621145076,7.0,60.3934412753288,5.0,56.6771382722717,3.0,0.0,4.46770475218623,0.0,1.0,1.0,0.0,1.0,0.0,9.244419333339536,1.7495626093476628,86.67713827227169,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42,female,Senior secondary/Vocational,Unemployed,1.0,Urban,Visual,Tablet,Afternoon,1,0.312463662914125,3.99617804640567,5.0,59.8411675795361,3.0,56.5124954459252,5.0,1.0,5.0,2.0,0.0,1.0,1.0,0.0,1.0,14.970853658456942,4.9950049950049955,106.5124954459252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,female,Senior secondary/Vocational,Employed full-time,1.0,Urban,Visual,Mobile,Morning,5,0.33323260550597,1.65661394373206,6.0,89.7207249440685,8.0,50.7899971397522,2.0,0.0,4.67368369912818,2.0,1.0,0.0,0.0,1.0,0.0,54.12642991049256,1.1997600479904018,70.7899971397522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,male,No formal/Primary,Employed full-time,0.0,Urban,Kinesthetic,Tablet,Evening/Night,3,0.256591866928249,6.19120484116369,10.0,63.7645096922279,4.0,57.2919959834854,5.0,0.0,4.07386713504836,1.0,0.0,0.0,2.0,0.0,2.0,10.297545273105783,3.332222592469177,107.2919959834854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,male,Junior secondary,Employed full-time,0.0,Rural,Kinesthetic,Tablet,Morning,0,0.0135250707420405,7.08289760188607,8.0,82.8160346612257,4.0,69.4433147753302,2.0,0.0,2.82942967773754,2.0,0.0,1.0,0.0,1.0,0.0,11.690744180036727,,89.4433147753302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,female,Senior secondary/Vocational,Employed full-time,1.0,Urban,Kinesthetic,Mobile,Afternoon,2,0.2691267487434015,4.33466875825452,9.0,99.3846568579157,6.0,53.159598008678,7.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,22.92256682863535,4.497751124437781,123.159598008678,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
